Number,Subject,Gender,Condition,Task,Order,Initial,Item,Vowel,Vowel type,F1,F2,F3,Duration (ms.)
1,3,F,Casual,Map,BA,non,다이아몬드 ,a,mono,829,1227,3102,44.539
2,3,F,Casual,Map,BA,initial,다이아몬드,a,mono,620,1902,2780,145.641
3,3,F,Casual,Map,BA,non,다이아몬드,a,mono,713,808,2732,54.315
4,3,F,Casual,Map,BA,non,다이아몬드,a,mono,749,1223,2601,38.206
5,3,F,Casual,Map,BA,initial,다이아몬드,a,mono,708,1416,2833,48.951
6,3,F,Casual,Map,BA,initial,그러면은,m,mono,515,841,2208,36.338
7,3,F,Casual,Map,BA,non,다이아몬드,a,mono,860,1408,2908,35.627
8,3,F,Casual,Map,BA,initial,그러면은,m,mono,414,1157,2297,31.769
9,3,F,Casual,Map,BA,non,그쪽,m,mono,425,1147,2544,35.826
10,3,F,Casual,Map,BA,non,따라서,a,mono,786,1285,2560,60.682
11,3,F,Casual,Map,BA,non,그려,m,mono,427,1603,2568,60.928
12,3,F,Casual,Map,BA,non,꺽어,v,mono,558,969,2609,58.831
13,3,F,Casual,Map,BA,initial,그래서,m,mono,529,1274,2344,36.544
14,3,F,Casual,Map,BA,initial,그러다,m,mono,498,1553,2512,53.258
15,3,F,Casual,Map,BA,non,둘러서,u,mono,391,1437,2495,52.688
16,3,F,Casual,Map,BA,non,둘러서,u,mono,429,1598,3112,47.497
17,3,F,Casual,Map,BA,non,트럭,m,mono,551,1551,2647,48.605
18,3,F,Casual,Map,BA,non,보여,o,mono,494,1100,1798,25.571
19,3,F,Casual,Map,BA,non,트럭,m,mono,562,1625,2595,73.85
20,3,F,Casual,Map,BA,initial,그러면,m,mono,569,1168,2172,30.601
21,3,F,Casual,Map,BA,non,그걸,m,mono,407,1573,2458,37.401
22,3,F,Casual,Map,BA,non,뚫고,u,mono,490,1403,2496,56.53
23,3,F,Casual,Map,BA,non,트럭,m,mono,510,1185,2889,27.443
24,3,F,Casual,Map,BA,non,뚫고,u,mono,473,1356,2429,41.009
25,3,F,Casual,Map,BA,non,그릴께요,m,mono,415,2196,2263,31.146
26,3,F,Casual,Map,BA,non,따라,a,mono,721,1287,2643,37.73
27,3,F,Casual,Map,BA,non,바나나,a,mono,856,1267,2573,32.617
28,3,F,Casual,Map,BA,initial,바나나,a,mono,807,1308,3277,63.487
29,3,F,Casual,Map,BA,initial,바나나,a,mono,738,1219,3210,50.534
30,3,F,Casual,Map,BA,non,바나나,a,mono,709,1170,3126,59.385
31,3,F,Casual,Map,BA,non,바나나,a,mono,522,988,3068,39.329
32,3,F,Casual,Map,BA,non,그리면서,m,mono,786,1595,2293,27.588
33,3,F,Casual,Map,BA,initial,바나나,a,mono,867,1338,3056,75.442
34,3,F,Casual,Map,BA,non,따라서,a,mono,757,1352,2703,60.416
35,3,F,Casual,Map,BA,initial,금광,m,mono,466,1649,2868,42.079
36,3,F,Casual,Map,BA,initial,바나나,a,mono,795,1335,3159,27.589
37,3,F,Casual,Map,BA,non,바나나,a,mono,813,1153,3070,37.785
38,3,F,Casual,Map,BA,non,까지,a,mono,727,1416,2559,58.109
39,3,F,Casual,Map,BA,non,꺾을께,v,mono,660,1094,2278,73.368
40,3,F,Casual,Map,BA,initial,밧줄,a,mono,765,1306,2867,43.95
41,3,F,Casual,Map,BA,non,가다가,a,mono,857,1157,3223,75.54
42,3,F,Casual,Map,BA,non,밧줄다리를,a,mono,601,1122,2568,35.045
43,3,F,Casual,Map,BA,initial,다리,a,mono,806,1617,2927,59.546
44,3,F,Casual,Map,BA,non,건넜지?,v,mono,477,1024,2994,31.4
45,3,F,Casual,Map,BA,initial,기린이,i,mono,512,2371,3586,62.621
46,3,F,Casual,Map,BA,non,기린,i,mono,463,1244,2365,84.886
47,3,F,Casual,Map,BA,initial,근데,m,mono,457,1741,3841,18.008
48,3,F,Casual,Map,BA,non,기린,i,mono,470,2346,3439,42.932
49,3,F,Casual,Map,BA,initial,기린,i,mono,447,2192,2908,41.934
50,3,F,Casual,Map,BA,non,둘러서,u,mono,457,1426,1996,64.797
51,3,F,Casual,Map,BA,initial,둘러서,u,mono,456,1455,2499,59.905
52,3,F,Casual,Map,BA,non,가면,a,mono,584,949,2145,43.22
53,3,F,Casual,Map,BA,non,더,v,mono,608,935,3609,50.38
54,3,F,Casual,Map,BA,initial,대서양,e,mono,589,2035,2739,101.122
55,3,F,Casual,Map,BA,non,대서양,e,mono,603,1899,2577,90.589
56,3,F,Casual,Map,BA,non,대서양,e,mono,609,1775,2372,124.391
57,4,F,Casual,Map,BA,non,다이아몬드,a,mono,807,1417,2876,55.291
58,4,F,Casual,Map,BA,non,그,m,mono,625,1445,2978,81.568
59,4,F,Casual,Map,BA,non,다이아몬드,a,mono,710,1708,2679,64.003
60,4,F,Casual,Map,BA,non,방향으로,a,mono,636,1451,2616,53.219
61,4,F,Casual,Map,BA,non,계속,e,mono,512,1748,2873,41.704
62,4,F,Casual,Map,BA,non,그리고,m,mono,493,1234,3666,30.117
63,4,F,Casual,Map,BA,initial,그럼,m,mono,557,1490,2753,45.276
64,4,F,Casual,Map,BA,non,가서,a,mono,810,1318,2949,82.796
65,4,F,Casual,Map,BA,non,거기,v,mono,456,1029,2513,34.512
66,4,F,Casual,Map,BA,non,돌아,o,mono,446,1050,2739,57.097
67,4,F,Casual,Map,BA,initial,그,m,mono,512,1339,2824,306.292
68,4,F,Casual,Map,BA,non,거기,v,mono,526,942,2699,46.589
69,4,F,Casual,Map,BA,non,그,m,mono,380,1258,2310,165.745
70,4,F,Casual,Map,BA,non,따라,a,mono,752,1226,2982,85.14
71,4,F,Casual,Map,BA,non,보여,o,mono,444,998,2522,36.969
72,4,F,Casual,Map,BA,initial,그,m,mono,427,1300,2668,62.175
73,4,F,Casual,Map,BA,non,따라,a,mono,754,1214,2956,79.921
74,4,F,Casual,Map,BA,non,담에,a,mono,727,1381,2999,38.16
75,4,F,Casual,Map,BA,non,큰,m,mono,491,1790,3112,30.923
76,4,F,Casual,Map,BA,non,따라,a,mono,737,1259,3098,69.27
77,4,F,Casual,Map,BA,non,담에,a,mono,730,1307,3140,43.588
78,4,F,Casual,Map,BA,non,금광,m,mono,441,1099,2509,42.41
79,4,F,Casual,Map,BA,non,다시,a,mono,575,1619,2836,67.803
80,4,F,Casual,Map,BA,non,따라,a,mono,741,1279,3023,47.958
81,4,F,Casual,Map,BA,non,금강,m,mono,443,929,2673,54.397
82,4,F,Casual,Map,BA,non,방향으로,a,mono,737,1214,2711,51.144
83,4,F,Casual,Map,BA,non,계속,e,mono,491,1701,2683,47.927
84,4,F,Casual,Map,BA,non,그냥,m,mono,378,1623,2981,31.341
85,4,F,Casual,Map,BA,non,다시,a,mono,673,1575,2941,76.996
86,4,F,Casual,Map,BA,non,꺽어져서,v,mono,638,964,2844,60.54
87,4,F,Casual,Map,BA,initial,그,m,mono,582,1375,2770,50.9
88,4,F,Casual,Map,BA,non,방향,a,mono,804,1254,2741,52.892
89,4,F,Casual,Map,BA,non,가도록,a,mono,763,1138,3061,84.629
90,4,F,Casual,Map,BA,non,그,m,mono,424,1157,2628,50.315
91,4,F,Casual,Map,BA,non,방향,a,mono,733,1520,2235,45.93
92,4,F,Casual,Map,BA,initial,큰,m,mono,596,1468,3084,55.394
93,4,F,Casual,Map,BA,initial,큰,m,mono,557,1157,2840,42.882
94,4,F,Casual,Map,BA,non,방향,a,mono,840,1238,2736,52.255
95,4,F,Casual,Map,BA,non,떨어진,v,mono,722,1118,3023,47.725
96,4,F,Casual,Map,BA,non,다시,a,mono,711,1550,2810,117.867
97,4,F,Casual,Map,BA,non,보여,o,mono,431,1175,2530,29.059
98,4,F,Casual,Map,BA,initial,거기,v,mono,558,1013,2718,39.308
99,4,F,Casual,Map,BA,non,다시,a,mono,679,1580,2972,57.807
100,4,F,Casual,Map,BA,non,그려,m,mono,417,1572,2644,37.896
101,4,F,Casual,Map,BA,non,보여,o,mono,424,1009,2647,41.848
102,4,F,Casual,Map,BA,initial,거기,v,mono,554,1073,2637,62.786
103,4,F,Casual,Map,BA,non,그려,m,mono,518,2067,2791,27.046
104,4,F,Casual,Map,BA,non,끝,m,mono,526,1684,2931,32.74
105,6,F,Casual,Map,BA,non,다이아몬드,a,mono,818,1599,2799,69.179
106,6,F,Casual,Map,BA,initial,다이아몬드,a,mono,894,1710,2977,72.4
107,6,F,Casual,Map,BA,non,끼고,i,mono,549,2411,3635,90.159
108,6,F,Casual,Map,BA,initial,다시,a,mono,831,1583,2924,59.066
109,6,F,Casual,Map,BA,initial,그,m,mono,463,1625,2479,105.013
110,6,F,Casual,Map,BA,non,끼고,i,mono,530,2314,3303,62.425
111,6,F,Casual,Map,BA,non,다시,a,mono,898,1685,2676,49.676
112,6,F,Casual,Map,BA,initial,그럼,m,mono,464,1234,2323,64.172
113,6,F,Casual,Map,BA,non,그림,m,mono,445,1517,2528,45.837
114,6,F,Casual,Map,BA,non,삥,i,mono,472,2290,2934,36.159
115,6,F,Casual,Map,BA,non,돌아서,o,mono,439,1013,2371,26.376
116,6,F,Casual,Map,BA,initial,그럼,m,mono,490,1340,2094,37.686
117,6,F,Casual,Map,BA,non,그때,m,mono,416,1545,2797,51.322
118,6,F,Casual,Map,BA,non,캠프,e,mono,509,1831,2764,46.005
119,6,F,Casual,Map,BA,initial,그,m,mono,480,1548,2742,238.928
120,6,F,Casual,Map,BA,non,두고,u,mono,401,923,2367,70.724
121,6,F,Casual,Map,BA,non,걸어,v,mono,498,950,2979,77.583
122,6,F,Casual,Map,BA,non,가고,a,mono,703,1137,2838,91.428
123,6,F,Casual,Map,BA,non,다시,a,mono,855,1405,2932,60.342
124,6,F,Casual,Map,BA,non,끼고,i,mono,499,2263,2612,71.65
125,6,F,Casual,Map,BA,non,다시,a,mono,647,1571,2657,92.07
126,6,F,Casual,Map,BA,non,캠프,e,mono,585,2160,2855,51.256
127,6,F,Casual,Map,BA,initial,근데,m,mono,420,1334,2772,37.928
128,6,F,Casual,Map,BA,non,캠프,e,mono,526,2093,2679,40.465
129,6,F,Casual,Map,BA,non,다시,a,mono,847,1422,2174,46.079
130,6,F,Casual,Map,BA,initial,버팔로,v,mono,438,889,2894,45.945
131,6,F,Casual,Map,BA,non,버팔로,v,mono,739,1291,2597,43.888
132,6,F,Casual,Map,BA,non,끼고,i,mono,470,2529,2904,78.322
133,6,F,Casual,Map,BA,non,보여,o,mono,798,1374,2334,54.133
134,6,F,Casual,Map,BA,initial,그러면,m,mono,448,1283,1979,28.237
135,6,F,Casual,Map,BA,non,버팔로,v,mono,716,1046,2707,34.897
136,6,F,Casual,Map,BA,non,버팔로가,v,mono,396,1226,2734,33.438
137,6,F,Casual,Map,BA,non,걸어가는,v,mono,554,862,2446,44.654
138,6,F,Casual,Map,BA,non,버팔로,v,mono,716,1004,2648,37.113
139,6,F,Casual,Map,BA,initial,버팔로,v,mono,455,997,2605,47.154
140,6,F,Casual,Map,BA,non,끼고,i,mono,533,2241,2415,47.287
141,6,F,Casual,Map,BA,initial,그럼,m,mono,463,1473,2491,35.377
142,7,F,Casual,Map,AB,initial,그,m,mono,438,1426,2647,62.053
143,7,F,Casual,Map,AB,non,기준으로,i,mono,406,2011,2671,37.881
144,7,F,Casual,Map,AB,non,간다고,a,mono,1040,1227,3024,75.437
145,7,F,Casual,Map,AB,initial,대문자,e,mono,546,1861,2995,62.129
146,7,F,Casual,Map,AB,non,크게,m,mono,376,1570,2943,59.856
147,7,F,Casual,Map,AB,initial,그래서,m,mono,472,1851,3146,30.456
148,7,F,Casual,Map,AB,non,가지,m,mono,335,1849,3146,35.023
149,7,F,Casual,Map,AB,initial,표시,m,mono,429,1111,2567,23.677
150,7,F,Casual,Map,AB,non,북쪽,a,mono,806,1436,2753,95.726
151,7,F,Casual,Map,AB,non,거기,oy,diph,433,1408,2697,87.986
152,7,F,Casual,Map,AB,initial,바로,u,mono,293,813,2813,47.252
153,7,F,Casual,Map,AB,initial,근처,v,mono,335,1020,2975,47.543
154,7,F,Casual,Map,AB,non,바로,a,mono,767,1162,2854,94.631
155,7,F,Casual,Map,AB,initial,그,m,mono,407,1422,2715,51.358
156,7,F,Casual,Map,AB,initial,그리고,m,mono,372,2123,3616,36.715
157,7,F,Casual,Map,AB,initial,그럼,m,mono,413,1088,3166,21.226
158,7,F,Casual,Map,AB,non,그,m,mono,422,1206,2831,129.159
159,7,F,Casual,Map,AB,non,버려진,v,mono,582,1076,3220,56.41
160,7,F,Casual,Map,AB,non,돌아,o,mono,331,768,2852,45.305
161,7,F,Casual,Map,AB,non,감싼다는,a,mono,289,912,2740,44.518
162,7,F,Casual,Map,AB,initial,그리고,m,mono,428,1749,3165,29.524
163,7,F,Casual,Map,AB,non,더,v,mono,345,797,3436,84.109
164,7,F,Casual,Map,AB,non,버려진,v,mono,435,936,2793,55.336
165,7,F,Casual,Map,AB,initial,동상,o,mono,301,845,2851,126.914
166,7,F,Casual,Map,AB,initial,동상은,o,mono,357,753,3065,46.502
167,7,F,Casual,Map,AB,initial,그러면은,m,mono,471,1123,2772,23.918
168,7,F,Casual,Map,AB,non,똥그랗게,o,mono,489,795,3171,39.804
169,7,F,Casual,Map,AB,non,그럼,m,mono,477,1231,2741,30.843
170,7,F,Casual,Map,AB,non,부분만,u,mono,495,842,3044,28.376
171,7,F,Casual,Map,AB,initial,그래서,m,mono,456,1869,3132,43.158
172,7,F,Casual,Map,AB,non,동상,o,mono,265,867,2921,42.299
173,7,F,Casual,Map,AB,initial,동상,o,mono,274,807,2849,34.583
174,7,F,Casual,Map,AB,non,감싸,a,mono,347,886,2724,52.809
175,7,F,Casual,Map,AB,initial,도착점,o,mono,371,1056,3040,44.219
176,7,F,Casual,Map,AB,initial,도착점,o,mono,325,1111,2888,52.489
177,7,F,Casual,Map,AB,non,도착점,o,mono,363,971,2978,68.567
178,7,F,Casual,Map,AB,non,동쪽,o,mono,276,757,2820,48.219
179,7,F,Casual,Map,AB,initial,골프장,o,mono,511,1016,3096,19.796
180,7,F,Casual,Map,AB,initial,동상,o,mono,396,792,2963,42.376
181,7,F,Casual,Map,AB,non,까지는,a,mono,742,1334,2840,97.783
182,7,F,Casual,Map,AB,non,가지,a,mono,786,1487,2897,107.287
183,7,F,Casual,Map,AB,initial,동쪽,o,mono,236,497,2894,52.368
184,7,F,Casual,Map,AB,non,동쪽,o,mono,311,752,2803,23.263
185,7,F,Casual,Map,AB,non,까지,a,mono,787,1499,2951,98.567
186,7,F,Casual,Map,AB,initial,거기까지,v,mono,403,995,3001,35.832
187,7,F,Casual,Map,AB,non,거기,v,mono,338,982,2913,46.581
188,7,F,Casual,Map,AB,initial,거기,v,mono,468,1114,2750,34.637
189,7,F,Casual,Map,AB,non,도착,o,mono,665,1744,3433,41.804
190,12,F,Casual,Map,AB,non,근처에,m,mono,486,1548,2865,45.357
191,12,F,Casual,Map,AB,initial,그러면,m,mono,509,1417,2384,38.116
192,12,F,Casual,Map,AB,non,가기,a,mono,870,1556,2553,64.181
193,12,F,Casual,Map,AB,non,거기,v,mono,572,1013,3049,74.507
194,12,F,Casual,Map,AB,non,그,m,mono,419,1393,2866,42.575
195,12,F,Casual,Map,AB,initial,거기서,v,mono,540,1108,2803,69.899
196,12,F,Casual,Map,AB,non,가지마,a,mono,496,1769,2542,19.321
197,12,F,Casual,Map,AB,non,가는데,a,mono,809,1449,2168,54.914
198,12,F,Casual,Map,AB,initial,거기서,v,mono,536,995,2860,75.855
199,12,F,Casual,Map,AB,non,그,m,mono,434,1281,3041,84.608
200,12,F,Casual,Map,AB,non,그냥,m,mono,460,1287,2303,28.566
201,12,F,Casual,Map,AB,non,거기,v,mono,613,1045,3179,48.588
202,12,F,Casual,Map,AB,non,가라는,a,mono,891,1537,2500,61.054
203,12,F,Casual,Map,AB,non,근처,m,mono,451,1554,2799,70.007
204,12,F,Casual,Map,AB,non,거기,v,mono,538,1246,2669,48.544
205,12,F,Casual,Map,AB,initial,거기서,v,mono,618,1377,3111,82.67
206,12,F,Casual,Map,AB,initial,거기,v,mono,538,1131,3191,86.896
207,12,F,Casual,Map,AB,non,또,o,mono,531,1228,3238,77.173
208,12,F,Casual,Map,AB,non,또,o,mono,485,1934,2669,105.671
209,12,F,Casual,Map,AB,non,그거,m,mono,464,1455,2781,66.964
210,12,F,Casual,Map,AB,non,동상,o,mono,421,894,2775,29.439
211,12,F,Casual,Map,AB,non,반대,a,mono,717,1417,1502,37.009
212,12,F,Casual,Map,AB,non,그래프,m,mono,485,1746,2736,58.989
213,12,F,Casual,Map,AB,initial,반대편,a,mono,690,1567,2512,21.659
214,12,F,Casual,Map,AB,non,동상,o,mono,516,594,2770,42.688
215,12,F,Casual,Map,AB,initial,그,m,mono,534,1543,3351,37.958
216,12,F,Casual,Map,AB,non,반대편,a,mono,727,1263,1729,55.939
217,12,F,Casual,Map,AB,initial,동상이,o,mono,484,936,2573,38.568
218,12,F,Casual,Map,AB,non,그,m,mono,505,1349,3273,50.573
219,12,F,Casual,Map,AB,initial,거기서,v,mono,565,1162,3122,76.018
220,12,F,Casual,Map,AB,initial,거기까지,v,mono,507,1059,3077,53.471
221,12,F,Casual,Map,AB,non,같은,a,mono,806,1719,2875,39.176
222,12,F,Casual,Map,AB,initial,그,m,mono,446,1679,2960,66.187
223,12,F,Casual,Map,AB,non,동상,o,mono,444,1065,3303,31.494
224,12,F,Casual,Map,AB,initial,다시,a,mono,831,1723,2760,130.059
225,12,F,Casual,Map,AB,non,동상을,o,mono,451,896,2668,30.339
226,12,F,Casual,Map,AB,non,끼고,i,mono,593,2179,2873,76.739
227,12,F,Casual,Map,AB,non,동상,o,mono,447,1130,3489,31.846
228,12,F,Casual,Map,AB,non,삥,i,mono,566,2409,3096,39.155
229,12,F,Casual,Map,AB,non,둘러서,u,mono,394,1363,2006,56.512
230,12,F,Casual,Map,AB,non,동쪽,o,mono,447,812,2676,41.88
231,12,F,Casual,Map,AB,non,타고,a,mono,959,1388,2515,78.078
232,12,F,Casual,Map,AB,non,도착점,o,mono,541,1298,2918,61.629
233,12,F,Casual,Map,AB,non,동쪽,o,mono,483,807,2657,40.447
234,12,F,Casual,Map,AB,non,도착점,o,mono,441,1388,3008,37.506
235,12,F,Casual,Map,AB,non,동쪽,o,mono,429,773,2511,33.418
236,12,F,Casual,Map,AB,non,끝,m,mono,621,1766,3413,31.709
237,12,F,Casual,Map,AB,non,거기가,v,mono,482,1152,2793,25.861
238,12,F,Casual,Map,AB,non,도착점,o,mono,497,1196,3183,49.001
239,13,F,Casual,Map,AB,non,건물,v,mono,432,924,2765,40.387
240,13,F,Casual,Map,AB,initial,카메라샙,a,mono,830,1340,3164,59.963
241,13,F,Casual,Map,AB,initial,카메라샵,a,mono,891,1407,2928,68.587
242,13,F,Casual,Map,AB,non,그러면,m,mono,539,1085,2590,77.457
243,13,F,Casual,Map,AB,initial,그리고,m,mono,478,2185,3532,43.646
244,13,F,Casual,Map,AB,initial,그,m,mono,439,1963,3205,49.45
245,13,F,Casual,Map,AB,non,다시,a,mono,504,2020,3250,64.769
246,13,F,Casual,Map,AB,initial,그런,m,mono,421,1443,2587,34.777
247,13,F,Casual,Map,AB,non,반,a,mono,736,1932,3610,54.938
248,13,F,Casual,Map,AB,non,페이지,ei,diph,411,1413,2816,127.866
249,13,F,Casual,Map,AB,non,가로,a,mono,755,1312,3476,94.882
250,13,F,Casual,Map,AB,initial,그런,m,mono,434,1386,2799,25.399
251,13,F,Casual,Map,AB,initial,또,o,mono,421,995,2778,73.622
252,13,F,Casual,Map,AB,non,페이지에,ei,diph,571,2502,2588,232.339
253,13,F,Casual,Map,AB,initial,폐쇄된,ey,diph,530,1904,3188,94.476
254,13,F,Casual,Map,AB,non,폐쇄된,ey,diph,559,2064,3081,86.975
255,13,F,Casual,Map,AB,non,다시,a,mono,728,2043,3494,68.926
256,13,F,Casual,Map,AB,non,돌아서,o,mono,590,748,2897,60.817
257,13,F,Casual,Map,AB,initial,폐쇄된,ey,diph,557,1879,3004,59.231
258,13,F,Casual,Map,AB,non,페이지,ei,diph,566,2319,3478,110.528
259,13,F,Casual,Map,AB,non,끝,m,mono,566,1606,3142,58.515
260,13,F,Casual,Map,AB,non,가든,a,mono,812,1234,2513,111.682
261,13,F,Casual,Map,AB,non,다시,a,mono,627,1322,1343,72.481
262,13,F,Casual,Map,AB,non,그리면서,m,mono,386,1078,2398,45.25
263,13,F,Casual,Map,AB,initial,그런,m,mono,424,1528,2488,40.035
264,13,F,Casual,Map,AB,initial,그러면,m,mono,420,1248,2364,31.901
265,13,F,Casual,Map,AB,non,크기,m,mono,532,1902,2837,53.998
266,13,F,Casual,Map,AB,non,똑같이,o,mono,496,994,2987,44.176
267,13,F,Casual,Map,AB,non,두개,u,mono,379,1416,2276,50.066
268,13,F,Casual,Map,AB,non,더,v,mono,488,1053,3218,54.242
269,13,F,Casual,Map,AB,non,부분,u,mono,419,1054,2503,56.274
270,13,F,Casual,Map,AB,non,또,o,mono,449,899,2661,54.195
271,13,F,Casual,Map,AB,non,곡선,o,mono,449,653,2369,44.063
272,13,F,Casual,Map,AB,non,그림,m,mono,405,2304,2540,46.788
273,13,F,Casual,Map,AB,non,또,o,mono,456,931,1419,133.75
274,13,F,Casual,Map,AB,non,그,m,mono,399,810,2464,234.858
275,13,F,Casual,Map,AB,non,다시,a,mono,501,971,2769,75.321
276,13,F,Casual,Map,AB,non,또,o,mono,452,1167,2493,100.553
277,13,F,Casual,Map,AB,initial,그리고,m,mono,408,1992,2810,35.091
278,13,F,Casual,Map,AB,non,그림,m,mono,431,1965,2797,38.99
279,13,F,Casual,Map,AB,non,그림의,m,mono,421,1328,2516,68.019
280,13,F,Casual,Map,AB,initial,그리고,m,mono,443,1952,2712,31.488
281,13,F,Casual,Map,AB,initial,거기에,v,mono,339,1028,2877,92.093
282,13,F,Casual,Map,AB,non,그림,m,mono,399,885,2644,55.887
283,13,F,Casual,Map,AB,initial,그리고,m,mono,409,2064,2971,31.179
284,13,F,Casual,Map,AB,initial,그런,m,mono,469,1442,2815,33.888
285,13,F,Casual,Map,AB,non,페이지,ei,diph,528,2453,3076,203.646
286,13,F,Casual,Map,AB,non,폐쇄된,ey,diph,424,779,2237,80.603
287,13,F,Casual,Map,AB,initial,폐쇄된,ey,diph,536,1951,2946,61.241
288,13,F,Casual,Map,AB,initial,폐쇄된,ey,diph,537,1877,3104,68.696
289,13,F,Casual,Map,AB,initial,그런,m,mono,489,1167,2669,115.704
290,13,F,Casual,Map,AB,non,공중전화,o,mono,404,1190,2268,23.825
291,13,F,Casual,Map,AB,non,까지,a,mono,690,954,1631,89.573
292,13,F,Casual,Map,AB,non,긋고,m,mono,412,1386,2803,55.948
293,13,F,Casual,Map,AB,non,공중전화,o,mono,405,1374,2946,50.094
294,13,F,Casual,Map,AB,non,그림,m,mono,412,1872,2649,47.518
295,13,F,Casual,Map,AB,non,또,o,mono,408,1088,2585,101.119
296,13,F,Casual,Map,AB,initial,그,m,mono,402,1115,2278,42.368
297,13,F,Casual,Map,AB,initial,그림,m,mono,423,1944,2698,44.575
298,13,F,Casual,Map,AB,non,그었잖아,m,mono,523,1121,3242,50.138
299,13,F,Casual,Map,AB,initial,거기서,v,mono,408,850,2569,51.051
300,13,F,Casual,Map,AB,initial,동쪽,o,mono,394,1189,2345,34.657
301,13,F,Casual,Map,AB,non,닿을듯,a,mono,913,1377,2906,52.126
302,13,F,Casual,Map,AB,non,동쪽,o,mono,382,1188,2293,42.1
303,13,F,Casual,Map,AB,initial,다음에,a,mono,792,1393,2818,124.327
304,13,F,Casual,Map,AB,non,동쪽,o,mono,397,1451,2741,53.427
305,1,F,Polite,Map,BA,non,카메라,a,mono,856,1521,2698,48.465
306,1,F,Polite,Map,BA,initial,그걸,m,mono,451,1580,3455,59.569
307,1,F,Polite,Map,BA,non,끼고,i,mono,525,2894,3372,98.885
308,1,F,Polite,Map,BA,initial,카메라,a,mono,854,1402,2838,40.597
309,1,F,Polite,Map,BA,non,그대로,m,mono,454,1504,3229,26.435
310,1,F,Polite,Map,BA,non,끼고,i,mono,420,2946,3343,79.531
311,1,F,Polite,Map,BA,non,도시면,o,mono,479,1008,2944,97.356
312,1,F,Polite,Map,BA,non,두고,u,mono,490,865,2531,47.476
313,1,F,Polite,Map,BA,non,꺽어서,v,mono,689,1067,2574,55.635
314,1,F,Polite,Map,BA,non,비스듬이,i,mono,456,2737,3488,33.381
315,1,F,Polite,Map,BA,non,경사,ey,diph,714,1099,3070,74.046
316,1,F,Polite,Map,BA,non,방향을,a,mono,943,1691,2929,54.849
317,1,F,Polite,Map,BA,non,더,v,mono,578,933,3049,89.399
318,1,F,Polite,Map,BA,initial,폐쇄된,ey,diph,753,2493,3381,82.374
319,1,F,Polite,Map,BA,non,더,v,mono,614,1006,3076,71.451
320,1,F,Polite,Map,BA,non,가면,a,mono,937,1270,3075,55.446
321,1,F,Polite,Map,BA,non,폐쇄된,ey,diph,631,2556,3315,68.786
322,1,F,Polite,Map,BA,non,폐쇄된,ey,diph,651,2363,3271,58.506
323,1,F,Polite,Map,BA,non,끼고,i,mono,504,2918,3316,90.785
324,1,F,Polite,Map,BA,non,돌께요,o,mono,414,1358,2944,33.977
325,1,F,Polite,Map,BA,non,똥그랗게,o,mono,554,1111,2839,55.244
326,1,F,Polite,Map,BA,non,반,a,mono,995,1574,3007,58.102
327,1,F,Polite,Map,BA,initial,그대로,m,mono,460,2084,2961,33.01
328,1,F,Polite,Map,BA,initial,그다음,m,mono,470,1666,3002,40.929
329,1,F,Polite,Map,BA,non,폐쇄된,ey,diph,597,2166,3333,41.892
330,1,F,Polite,Map,BA,non,다음에,a,mono,956,1395,2824,134.043
331,1,F,Polite,Map,BA,initial,고기,o,mono,441,895,3045,86.059
332,1,F,Polite,Map,BA,non,가든이,a,mono,830,1670,3052,69.257
333,1,F,Polite,Map,BA,initial,거기서,v,mono,557,986,2773,85.65
334,1,F,Polite,Map,BA,non,꺽어서,v,mono,645,994,2588,56.246
335,1,F,Polite,Map,BA,non,바로,a,mono,767,1069,2466,103.968
336,1,F,Polite,Map,BA,non,각도,a,mono,580,1261,2144,34.362
337,1,F,Polite,Map,BA,non,그,m,mono,424,1599,3226,45.816
338,1,F,Polite,Map,BA,non,건물을,v,mono,682,938,3649,51.144
339,1,F,Polite,Map,BA,non,끼고,i,mono,516,2954,3714,91.571
340,1,F,Polite,Map,BA,non,돌아서,o,mono,511,1122,3032,51.103
341,1,F,Polite,Map,BA,non,건물을,v,mono,531,945,3116,36.651
342,1,F,Polite,Map,BA,non,그대로,m,mono,513,1432,3204,32.672
343,1,F,Polite,Map,BA,non,그대로,m,mono,448,2073,3439,42.76
344,1,F,Polite,Map,BA,non,따라서,a,mono,773,1352,2839,88.138
345,1,F,Polite,Map,BA,initial,경사,ey,diph,590,1060,2224,78.225
346,1,F,Polite,Map,BA,non,폐쇄된,ey,diph,637,2183,3249,72.186
347,1,F,Polite,Map,BA,non,공중,o,mono,494,1412,2687,61.26
348,1,F,Polite,Map,BA,non,공중,o,mono,408,1221,2519,35.43
349,1,F,Polite,Map,BA,non,끼고,i,mono,477,2918,3537,92.117
350,1,F,Polite,Map,BA,non,돌아서,o,mono,465,980,2688,38.117
351,1,F,Polite,Map,BA,non,다시,a,mono,754,1723,3049,52.953
352,1,F,Polite,Map,BA,initial,그,m,mono,448,2091,2944,78.05
353,1,F,Polite,Map,BA,non,두고,u,mono,430,903,2936,66.252
354,1,F,Polite,Map,BA,non,가시며,a,mono,795,1695,3182,59.201
355,1,F,Polite,Map,BA,non,동쪽,o,mono,492,918,3185,44.366
356,1,F,Polite,Map,BA,non,틀어서,m,mono,512,1304,3204,32.951
357,1,F,Polite,Map,BA,non,끝,m,mono,559,1115,3398,57.176
